"data_type","source","family","taxon","common","collector_observer","collectors_num","date","year","county","location","lat","long","elevation (m)","habitat","phenology","taxonauths"
"observation","416977","Polygonaceae","Eriogonum latifolium","seaside buckwheat","Wood, W.","","6 July 2013","2013","Curry","Samuel H. Boardman State Scenic Corridor 2","42.1383","-124.3538","","","","Eriogonum latifolium Sm. "
"image","dig39229","Polygonaceae","Persicaria punctata","dotted smartweed, water smartweed","Gerald D. Carr","","October 10, 2014","2014","Coos","Pond edge on W side of Trans Pacific Parkway, 3.7 mi. SW of jct. with Hwy 101, N Spit Coos Bay; 3m; 43.42361&#176; N -124.28052&#176; W","43.4236","-124.2805","3","","","Persicaria punctata (Elliott) Small "
"observation","229726","Polygonaceae","Rumex crispus","curly dock","Wilson, B.","","2002","2002","Marion","Rest area and park on I-5 at 241 mile marker","44.7463","-123.0583","94","","","Rumex crispus L. "
"observation","300839","Polygonaceae","Eriogonum compositum","arrowleaf buckwheat","Harvey, T.","","2006","2006","Lane","O'Leary Mountain","44.0848","-122.0813","1402","","","Eriogonum compositum Douglas ex Benth. "
"image","dig28834","Polygonaceae","Polygonum polygaloides ssp. kelloggii","Kellogg's knotweed","Gerald D. Carr","","July 20, 2011","2011","Jefferson","Prairie Farm Meadow, immediately southwest of junction of NFD Road 1490  and SW Green Ridge Road; 1350m; 44.55524&#176; N -121.58968&#176; W","44.5552","-121.5897","1350","","","Polygonum polygaloides Meisn. ssp. kelloggii (Greene) J.C. Hickman "
"image","dig41569","Polygonaceae","Eriogonum spergulinum var. reddingianum","spurry buckwheat, Redding's wild buckwheat","Gerald D. Carr","","July 26, 2015","2015","Klamath","Hwy 97, MP 210, just S of Beaver Marsh, 3.1 mi. N of Diamond Lake Junction; 1412m; 42.12395&#176; N -121.80735&#176; W","42.1240","-121.8074","1412","","","Eriogonum spergulinum A. Gray var. reddingianum (M.E. Jones) J.T. Howell "
"observation","377526","Polygonaceae","Eriogonum compositum","arrowleaf buckwheat","Harvey, T.","","16 September 2010","2010","Jackson","Grizzly Peak","42.2655","-122.6108","1585","","","Eriogonum compositum Douglas ex Benth. "
"observation","311593","Polygonaceae","Rumex salicifolius","willow dock, fleshy willow dock","Brainerd, R., Newhouse, B., Otting, N.","","2005","2005","Lane","North Taylor","44.1378","-123.2937","102","","","Rumex salicifolius Weinm. "
"observation","324523","Polygonaceae","Eriogonum umbellatum var. modocense","Modoc sulphur flower","Duncan, J.","","1 June 2007","2007","Jackson","Shale City Road loop","42.2821","-122.5594","1067","forest, herbland, savanna","","Eriogonum umbellatum Torr. var. modocense (Greene) S. Stokes "
"observation","295004","Polygonaceae","Rumex acetosella","sheep sorrel, sour dock","Wilson, B.","","1 August 2003","2003","Coos","Reiber property","43.3305","-124.1306","","","","Rumex acetosella L. "
"observation","371486","Polygonaceae","Rumex crispus","curly dock","Harvey, T.","","2004 - 2011","2004","Douglas","Twin Lakes","43.2348","-122.5875","1481","","","Rumex crispus L. "
"observation","200275","Polygonaceae","Eriogonum umbellatum","sulphur-flower buckwheat","Harvey, T.","","2003 - 2014","2003","Lane","Sensitive species - location undisclosed","43.7000","-122.2000","1356","","","Eriogonum umbellatum Torr. "
"observation","423423","Polygonaceae","Rumex acetosella","sheep sorrel, sour dock","Harvey, T.","","2013","2013","Lane","Rigdon Meadow and Sacandaga Campground","43.4920","-122.3409","741","","","Rumex acetosella L. "
"observation","298160","Polygonaceae","Rumex acetosella","sheep sorrel, sour dock","Brainerd, R., Wilson, B.","","30 June 2005","2005","Linn","T14S R2W S34","44.3092","-122.9150","448","","","Rumex acetosella L. "
"observation","304196","Polygonaceae","Rumex crispus","curly dock","Wilson, B.","","18 March 2006","2006","Multnomah","north end of Oak Bottoms Wildlife Refuge","45.4870","-122.6500","12","","","Rumex crispus L. "
"observation","312556","Polygonaceae","Polygonum minimum","broad leaved knotweed, leafy dwarf knotweed","Salix Associates","","July 2004","2004","Lane","Grasshopper to Chuksney Mountain Meadow # 1","43.9067","-122.1973","1402","","","Polygonum minimum S. Watson "
"image","dig39327","Polygonaceae","Polygonum nuttallii","Nuttall's knotweed","Gerald D. Carr","","September 3, 2014","2014","Clackamas","Hwy 26, gravelly edge of pull-out, 3.6 mi. W of Government Camp; 767m; 45.31002&#176; N -121.83659&#176; W","45.3100","-121.8366","767","","","Polygonum nuttallii Small "
"observation","316054","Polygonaceae","Bistorta bistortoides","American bistort, western bistort","Salix Associates","","9 September 2006","2006","Lane","Spring Prairie","43.8205","-122.2194","1433","","","Bistorta bistortoides (Pursh) Small "
"observation","408268","Polygonaceae","Rumex acetosella","sheep sorrel, sour dock","Wilson, B., Brainerd, R., Goklany, M., Neill, A.","","23 July 2012","2012","Benton","Willamette Park, Corvallis, forested trail from boat launch to end","44.5455","-123.2500","67","","","Rumex acetosella L. "
"observation","205523","Polygonaceae","Polygonum aviculare ssp. depressum","common knotweed, oval-leaf knotweed","Bluhm, W.","","2003","2003","Marion","Minto-Brown Island Park: Bluhm 2003","44.9236","-123.0722","","","","Polygonum aviculare L. ssp. depressum (Meisn.) Arcang. "
"observation","397666","Polygonaceae","Rumex acetosella","sheep sorrel, sour dock","Wilson, B., Brainerd, R., Newhouse, B., Otting, N.","","16 May 2007","2007","Lane","Highway 58, mile post 50 to 51","43.6580","-122.2270","","","","Rumex acetosella L. "
"observation","297022","Polygonaceae","Rumex crispus","curly dock","Lytjen, D., Wilson, B.","","22 July 2004","2004","Crook","Camp Creek","44.0504","-120.1357","","","","Rumex crispus L. "
"image","dig13419","Polygonaceae","Persicaria maculosa","spotted ladysthumb, heartweed","Keir Morse","","July 5, 2007","2007","Josephine","Deer Creek Center, Selma; site code: I225; 42.2751045088&#176; N -123.638745182&#176; W","42.2751","-123.6387","","","","Persicaria maculosa Gray "
"observation","422154","Polygonaceae","Polygonum cascadense","Cascade knotweed","Harvey, T.","","2013","2013","Lane","Heavenly Bluff","43.5659","-122.5796","1337","","","Polygonum cascadense W.H. Baker "
"observation","336162","Polygonaceae","Eriogonum microthecum","wild buckwheat","Halvorson, R.","","27 May 2004","2004","Wheeler","10S 22E Sections 30,31","44.6737","-120.1332","","","","Eriogonum microthecum Nutt. "
"observation","283306","Polygonaceae","Rumex acetosella","sheep sorrel, sour dock","Wilson, B., Otting, N., Newhouse, B.","","2002","2002","Marion","I-5, mile 271 to 272","45.1468","-122.8850","","","","Rumex acetosella L. "
"observation","288570","Polygonaceae","Rumex acetosella","sheep sorrel, sour dock","Wilson, B., Brainerd, R., Newhouse, B.","","2002","2002","Josephine","I-5, mile 69 to 70","42.6068","-123.3817","","","","Rumex acetosella L. "
"observation","353120","Polygonaceae","Rumex acetosella","sheep sorrel, sour dock","Wilson, B.","","19 June 2008","2008","Josephine","Lake Selmac picnic area","42.2561","-123.5710","429","","","Rumex acetosella L. "
"observation","336042","Polygonaceae","Eriogonum umbellatum","sulphur-flower buckwheat","Halvorson, R.","","26 May 2004","2004","Deschutes","Sensitive species - location undisclosed","43.9000","-121.0000","","","","Eriogonum umbellatum Torr. "
"observation","375078","Polygonaceae","Eriogonum umbellatum","sulphur-flower buckwheat","Harvey, T.","","2006 - 2011","2006","Douglas","Sensitive species - location undisclosed","43.3000","-122.7000","1402","","","Eriogonum umbellatum Torr. "
"observation","372042","Polygonaceae","Polygonum douglasii","Douglas knotweed","Harvey, T.","","2004 - 2011","2004","Linn","Wolf Rock and Meadow (Lake)","44.2926","-122.1568","427","","","Polygonum douglasii (Greene) A. Murray "
"observation","409732","Polygonaceae","Rumex crispus","curly dock","Wilson, B., Otting, N.","","20 August 2012","2012","Wasco","Celilo Park","45.6505","-120.9612","55","","","Rumex crispus L. "
"observation","293063","Polygonaceae","Rumex crispus","curly dock","Wilson, B.","","2002","2002","Multnomah","I-84, mile 39 to 40","45.6274","-121.9683","","","","Rumex crispus L. "
"observation","404425","Polygonaceae","Rumex obtusifolius","bitter dock","Wilson, B.","","2012","2012","Lincoln","Big Elk Campground near Harlan","44.5436","-123.7227","89","","","Rumex obtusifolius L. "
"observation","365858","Polygonaceae","Polygonum minimum","broad leaved knotweed, leafy dwarf knotweed","Harvey, T.","","2004 - 2008","2004","Lane","Alpine Trail, including Buckhead Mountain","43.8171","-122.4996","914","","","Polygonum minimum S. Watson "
"observation","395273","Polygonaceae","Eriogonum nudum","naked buckwheat","Wilson, B., Otting, N., Coberly, C.","","13 May 2008","2008","Linn","Highway 20, Albany to Sisters, mile post 62 to 63","44.3946","-122.1711","","","","Eriogonum nudum Douglas ex Benth. "
"observation","376771","Polygonaceae","Polygonum minimum","broad leaved knotweed, leafy dwarf knotweed","Harvey, T.","","2010","2010","Douglas","Balm Mountain - Harvey","43.3716","-122.4205","1600","","","Polygonum minimum S. Watson "
"observation","371759","Polygonaceae","Polygonum minimum","broad leaved knotweed, leafy dwarf knotweed","Harvey, T.","","22 August 2007","2007","Clackamas","Wildcat Mountain, Clackamas County","45.2955","-122.0348","1081","","","Polygonum minimum S. Watson "
"observation","291223","Polygonaceae","Eriogonum niveum","snow buckwheat","Wilson, B.","","2002","2002","Gilliam","I-84, mile 123 to 124","45.6899","-120.4966","","","","Eriogonum niveum Douglas ex Benth. "
"image","dig41575","Polygonaceae","Eriogonum spergulinum var. reddingianum","spurry buckwheat, Redding's wild buckwheat","Gerald D. Carr","","July 26, 2015","2015","Klamath","Hwy 97, MP 210, just S of Beaver Marsh, 3.1 mi. N of Diamond Lake Junction; 1412m; 42.12395&#176; N -121.80735&#176; W","42.1240","-121.8074","1412","","","Eriogonum spergulinum A. Gray var. reddingianum (M.E. Jones) J.T. Howell "
"observation","288467","Polygonaceae","Rumex crispus","curly dock","Wilson, B., Brainerd, R., Newhouse, B.","","2002","2002","Josephine","I-5, mile 72 to 73","42.6459","-123.3835","","","","Rumex crispus L. "
"observation","381415","Polygonaceae","Eriogonum niveum","snow buckwheat","Brainerd, R., Wilson, B.","","13 September 2007","2007","Wheeler","Burnt Ranch Road","44.5987","-120.2146","726","","","Eriogonum niveum Douglas ex Benth. "
"image","dig13411","Polygonaceae","Persicaria hydropiperoides","waterpepper","Keir Morse","","July 23, 2007","2007","Josephine","Deer Creek Center, Selma; site code: I084; 42.2751137497&#176; N -123.637083872&#176; W","42.2751","-123.6371","","","","Persicaria hydropiperoides (Michx.) Small "
"image","dig25853","Polygonaceae","Rumex obtusifolius","bitter dock","Gerald D. Carr","","August 6, 2010","2010","Multnomah","Palmer Mill Road Trail, 0.3 mi. southeast of junction with NE Brower Road, ca. 1.8 mi. above junction with Historic Columbia River Highway near Bridal Veil; 415m","45.5421","-122.1613","415","","","Rumex obtusifolius L. "
"observation","380329","Polygonaceae","Eriogonum compositum var. compositum","arrowleaf buckwheat, northern buckwheat","Bluhm, W., Bluhm, J.","","26 June 2010","2010","Crook","Steins Pillar Trail 837","44.4083","-120.6212","1244","","","Eriogonum compositum Douglas ex Benth. var. compositum "
"observation","309540","Polygonaceae","Rumex conglomeratus","clustered dock","Salix Associates","","June 2006","2006","Benton","Owens Farm","44.6143","-123.2487","","","","Rumex conglomeratus Murray "
"observation","397760","Polygonaceae","Rumex acetosella","sheep sorrel, sour dock","Wilson, B., Brainerd, R., Newhouse, B., Otting, N.","","2008","2008","Lane","Highway 58, mile post 53 to 54","43.6399","-122.1760","","","","Rumex acetosella L. "
"observation","423368","Polygonaceae","Polygonum spergulariiforme","fall knotweed, spurry knotweed","Harvey, T.","","19 October 2013","2013","Lane","Road 757 Rocky Slope","43.8884","-122.2223","914","","","Polygonum spergulariiforme Meisn. ex Small "
"observation","299302","Polygonaceae","Rumex salicifolius var. salicifolius","willow dock","Rolle, W., Brainerd, R., Wilson, B.","","19 July 2005","2005","Jackson","Tamarack Meadow","42.0122","-122.9074","","","","Rumex salicifolius Weinm. var. salicifolius "
"observation","395299","Polygonaceae","Eriogonum nudum","naked buckwheat","Wilson, B., Otting, N., Coberly, C.","","13 May 2008","2008","Linn","Highway 20, Albany to Sisters, mile post 63 to 64","44.3948","-122.1540","","","","Eriogonum nudum Douglas ex Benth. "
"observation","327744","Polygonaceae","Rumex acetosella","sheep sorrel, sour dock","Morse, K.","","24 July 2007","2007","Josephine","Deer Creek Center - North","42.3016","-123.6490","456","","","Rumex acetosella L. "
"observation","291209","Polygonaceae","Eriogonum niveum","snow buckwheat","Wilson, B.","","2002","2002","Gilliam","I-84, mile 124 to 125","45.6877","-120.4763","","","","Eriogonum niveum Douglas ex Benth. "
"observation","396858","Polygonaceae","Rumex acetosella","sheep sorrel, sour dock","Wilson, B., Brainerd, R., Newhouse, B., Otting, N.","","16 May 2007","2007","Lane","Highway 58, mile post 23 to 24","43.8399","-122.6264","","","","Rumex acetosella L. "
"observation","291407","Polygonaceae","Rumex venosus","veiny dock, winged dock","Wilson, B.","","2002","2002","Sherman","I-84, mile 111 to 112","45.7066","-120.7017","","","","Rumex venosus Pursh "
"image","dig12352","Polygonaceae","Eriogonum vimineum","wickerstem buckwheat, broom buckwheat","Keir Morse","","July 1, 2007","2007","Josephine","Deer Creek Center, Selma; site code: I202; 42.3040988586&#176; N -123.647749394&#176; W","42.3041","-123.6477","","","","Eriogonum vimineum Douglas ex Benth. "
"observation","335545","Polygonaceae","Eriogonum microthecum","wild buckwheat","BLM Botanist","","20 June 2002","2002","Wheeler","11S 25E Sections 12,13","44.6292","-119.6641","","","","Eriogonum microthecum Nutt. "
"image","dig13599","Polygonaceae","Polygonum aviculare","knotweed","Keir Morse","","August 11, 2007","2007","Josephine","Deer Creek Center, Selma; site code: I271; 42.2748744788&#176; N -123.638003113&#176; W","42.2749","-123.6380","","","","Polygonum aviculare L. "
"observation","293132","Polygonaceae","Rumex acetosella","sheep sorrel, sour dock","Wilson, B.","","2002","2002","Multnomah","I-84, mile 37 to 38","45.6144","-122.0042","","","","Rumex acetosella L. "
"observation","418541","Polygonaceae","Persicaria hydropiper","smartweed, marshpepper smartweed","Maze, D.","","7 July 2013","2013","Multnomah","Willamette Park 2013","45.4752","-122.6684","","","","Persicaria hydropiper (L.) Spach "
"observation","404530","Polygonaceae","Rumex crispus","curly dock","Wilson, B.","","2011","2011","Benton","Chip Ross Park","44.6085","-123.2843","244","","","Rumex crispus L. "
"observation","328640","Polygonaceae","Rumex crispus","curly dock","Morse, K.","","20 July 2007","2007","Josephine","Deer Creek Center - South","42.2745","-123.6379","382","","","Rumex crispus L. "
"image","dig3925","Polygonaceae","Eriogonum nudum","naked buckwheat","Bruce Neil Newhouse","","January 20, 2003","2003","Lane","Spencer Butte; 43.982934&#176; N -123.095675&#176; W","43.9836","-123.0967","","","","Eriogonum nudum Douglas ex Benth. "
"observation","403134","Polygonaceae","Rumex salicifolius var. salicifolius","willow dock","Newhouse, B.","","2011","2011","Lane","Confluence of Middle and Coast Forks Willamette River and S side of Middle Fork","44.0219","-122.9750","136","","","Rumex salicifolius Weinm. var. salicifolius "
"observation","389292","Polygonaceae","Eriogonum umbellatum","sulphur-flower buckwheat","Wilson, B.","","7 July 2008","2008","Klamath","Sensitive species - location undisclosed","42.6000","-121.9000","","","","Eriogonum umbellatum Torr. "
"observation","352705","Polygonaceae","Polygonum aviculare","knotweed","Wilson, B.","","8 June 2008","2008","Douglas","T21S R4W S17","43.7428","-123.2023","165","","","Polygonum aviculare L. "
"observation","323377","Polygonaceae","Rumex crispus","curly dock","Otting, N., Wilson, B.","","23 July 2007","2007","Gilliam","Junction of Heritage Lane and Blalock Canyon Road","45.6641","-120.3575","241","","","Rumex crispus L. "
"observation","409577","Polygonaceae","Rumex conglomeratus","clustered dock","Wilson, B.","","2012","2012","Benton","Kenagy farm, north forest","44.6648","-123.0859","58","","","Rumex conglomeratus Murray "
"observation","311439","Polygonaceae","Rumex acetosella","sheep sorrel, sour dock","Brainerd, R., Newhouse, B., Otting, N.","","2005","2005","Lane","Long Tom ACEC","44.1430","-123.2942","102","","","Rumex acetosella L. "
"image","dig18421","Polygonaceae","Rumex conglomeratus","clustered dock","Gerald D. Carr","","August 21, 2008","2008","Benton","Jackson-Frazier Wetlands, Corvallis; 44.60419&#176; N -123.23901&#176; W","44.6042","-123.2390","","","","Rumex conglomeratus Murray "
"observation","398132","Polygonaceae","Eriogonum nudum","naked buckwheat","Wilson, B., Brainerd, R., Newhouse, B.","","7 July 2008","2008","Klamath","Highway 58, mile post 76 to 77","43.4513","-121.8705","","","","Eriogonum nudum Douglas ex Benth. "
"observation","304073","Polygonaceae","Polygonum aviculare","knotweed","Wilson, B.","","16 July 2006","2006","Lincoln","Lincoln City neighborhood","44.9847","-124.0130","8","","","Polygonum aviculare L. "
"observation","386350","Polygonaceae","Persicaria maculosa","spotted ladysthumb, heartweed","Wilson, B.","","24 July 2010","2010","Benton","Irish Bend County Park","44.3656","-123.2206","85","","","Persicaria maculosa Gray "
"observation","369547","Polygonaceae","Eriogonum nudum","naked buckwheat","Harvey, T.","","2004 - 2009","2004","Douglas","Hershberger Mountain and Pup Prairie","43.0328","-122.4499","1707","","","Eriogonum nudum Douglas ex Benth. "
"observation","292378","Polygonaceae","Rumex acetosella","sheep sorrel, sour dock","Wilson, B.","","2002","2002","Hood River","I-84, mile 62 to 63","45.7119","-121.5411","","","","Rumex acetosella L. "
"observation","309803","Polygonaceae","Rumex conglomeratus","clustered dock","Salix Associates","","2004","2004","Benton","Allen & Allen","44.4903","-123.3269","73","","","Rumex conglomeratus Murray "
"image","dig39224","Polygonaceae","Persicaria punctata","dotted smartweed, water smartweed","Gerald D. Carr","","October 8, 2014","2014","Coos","Pond edge on W side of Trans Pacific Parkway, 3.7 mi. SW of jct. with Hwy 101, N Spit Coos Bay; 3m; 43.42361&#176; N -124.28052&#176; W","43.4236","-124.2805","3","","","Persicaria punctata (Elliott) Small "
"observation","307591","Polygonaceae","Rumex acetosella","sheep sorrel, sour dock","Wilson, B., Brainerd, R.","","10 August 2006","2006","Benton","Rock Creek Watershed: intersection of road 3405 with 3406","44.5121","-123.4592","","","","Rumex acetosella L. "
"observation","305743","Polygonaceae","Rumex crispus","curly dock","Coberly, C., Mitchell, K., Brainerd, R.","","19 July 2006","2006","Coos","Four-mile Creek near mouth","43.0113","-124.4481","6","","","Rumex crispus L. "
"observation","284805","Polygonaceae","Rumex crispus","curly dock","Wilson, B., Brainerd, R.","","2002","2002","Linn","I-5, mile 218 to 219","44.4168","-123.0613","","","","Rumex crispus L. "
"observation","353201","Polygonaceae","Rumex acetosella","sheep sorrel, sour dock","Wilson, B.","","21 June 2008","2008","Douglas","Chief Miwaleta County Park","42.8505","-123.1605","587","","","Rumex acetosella L. "
"observation","335659","Polygonaceae","Eriogonum strictum","Blue Mountain buckwheat","BLM Botanist","","31 July 2002","2002","Deschutes","19S 16E Sections 3,23,24,27","43.9071","-120.7785","","","","Eriogonum strictum Benth. "
"observation","292102","Polygonaceae","Eriogonum niveum","snow buckwheat","Wilson, B.","","2002","2002","Wasco","I-84, mile 73 to 74","45.6946","-121.3328","","","","Eriogonum niveum Douglas ex Benth. "
"observation","378785","Polygonaceae","Polygonum douglasii","Douglas knotweed","Harvey, T.","","2009 - 2013","2009","Lane","Warfield Bog and Wetlands","43.6347","-122.2423","1494","","","Polygonum douglasii (Greene) A. Murray "
